"{""chat"": [{""sex"": ""2"", ""content"": ""我觉得我好像在哪见过你""}, {""sex"": ""1"", ""content"": ""真奇怪，我也有这种感觉，莫非你就是我的百分百女孩""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你也好好的""}, {""sex"": ""1"", ""content"": ""没娶你之前我都会好好的。""}, {""sex"": ""1"", ""content"": ""放心吧我会好好的，你只管照顾好自己就行了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有什么好看的电视剧？""}, {""sex"": ""1"", ""content"": ""有我还不够，还要看电视剧吗。""}, {""sex"": ""1"", ""content"": ""难道电视剧比我还好看吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""到家了。""}, {""sex"": ""1"", ""content"": ""帮我问候一下岳父岳母。""}, {""sex"": ""1"", ""content"": ""我开门了怎么没有看见你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这里呀""}, {""sex"": ""1"", ""content"": ""这里是哪里呀，我怎么找不到？""}, {""sex"": ""1"", ""content"": ""我想去你心里，可以吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有别的想法""}, {""sex"": ""1"", ""content"": ""可是我对你的想法可不简单。""}, {""sex"": ""1"", ""content"": ""或许是时机不到，总有一天你会对我有别的想法。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""直走就到了""}, {""sex"": ""1"", ""content"": ""直走就可以遇见你吗？""}, {""sex"": ""1"", ""content"": ""加快脚步！赶紧来找你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你太逗比了""}, {""sex"": ""1"", ""content"": ""还不是为了逗你笑吗！""}, {""sex"": ""1"", ""content"": ""笑一笑十年少，你还不抓紧笑。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就是不舒服""}, {""sex"": ""1"", ""content"": ""哪儿不舒服啊？又让我担心是不是？""}, {""sex"": ""1"", ""content"": ""我不在你身边你就没办法好好照顾自己是不是？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你不是男人""}, {""sex"": ""1"", ""content"": ""你要来见识下我是不是男人？""}, {""sex"": ""1"", ""content"": ""要不你试试?""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我觉得好累""}, {""sex"": ""1"", ""content"": ""累了就倒在我身上，我给你依靠。""}, {""sex"": ""1"", ""content"": ""要不你先睡会儿，等会儿看看要不要叫醒你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""但是你是男人""}, {""sex"": ""1"", ""content"": ""你也是女人啊。""}, {""sex"": ""1"", ""content"": ""我有颗懂你的心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""时好时坏""}, {""sex"": ""1"", ""content"": ""以后有我就是一直好了""}, {""sex"": ""1"", ""content"": ""那我把坏的偷走，把好的给你留下""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你吃饭去吧""}, {""sex"": ""1"", ""content"": ""你不和我一起吃饭吗？""}, {""sex"": ""1"", ""content"": ""饭没有你在我身边，没有胃口。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要多少""}, {""sex"": ""1"", ""content"": ""是不是我想要多少你就会给我多少？""}, {""sex"": ""1"", ""content"": ""当然是要你全部的爱了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不好意思呀""}, {""sex"": ""1"", ""content"": ""没想到你的字典里居然还有不好意思。""}, {""sex"": ""1"", ""content"": ""这有啥不好意思的，都是自家人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不去，我要减肥""}, {""sex"": ""1"", ""content"": ""吃饱了才有力气减肥。""}, {""sex"": ""1"", ""content"": ""减肥这种事情，我们就说说而已的啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还以为你睡着了""}, {""sex"": ""1"", ""content"": ""你都没睡，我怎么可能睡呢。""}, {""sex"": ""1"", ""content"": ""月亮不睡我不睡！你是我的秃头小宝贝。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你斗不过我""}, {""sex"": ""1"", ""content"": ""老公能斗过老婆那才奇了怪呢。""}, {""sex"": ""1"", ""content"": ""我从没想过斗得过你，我只想把你娶回家而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""难道哭""}, {""sex"": ""1"", ""content"": ""别哭，你一哭感觉我的世界都崩塌了。""}, {""sex"": ""1"", ""content"": ""哭的让人心碎，我不会让你哭的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我刚洗完头发""}, {""sex"": ""1"", ""content"": ""快来，我帮你擦擦干。""}, {""sex"": ""1"", ""content"": ""我想成为为你吹干头发的男人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我发现我不可爱了""}, {""sex"": ""1"", ""content"": ""对啊，你的可爱已经变成了迷人。""}, {""sex"": ""1"", ""content"": ""对不起，都怪我没能好好帮你看住“可爱”。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我在刷抖音啊""}, {""sex"": ""1"", ""content"": ""抖音的快乐，只有刷了才知道。""}, {""sex"": ""1"", ""content"": ""刷刷抖音真的是一种好快乐的事情。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别想撩我""}, {""sex"": ""1"", ""content"": ""对不起，我做不到。""}, {""sex"": ""1"", ""content"": ""不撩你，那我们就好好谈谈恋爱吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别在这儿撩我""}, {""sex"": ""1"", ""content"": ""那请你迈几步，我们到一边接着撩你""}, {""sex"": ""1"", ""content"": ""那你是想让我去你家撩你吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""放过我好吗""}, {""sex"": ""1"", ""content"": ""我放过你，谁来放过我。""}, {""sex"": ""1"", ""content"": ""你这样子，我真的觉得很难过。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要忙了哦""}, {""sex"": ""1"", ""content"": ""忙里偷闲也不要忘记想我啊""}, {""sex"": ""1"", ""content"": ""忙完了我去接你我们一起放松放松""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哈哈 我是最亮的仔""}, {""sex"": ""1"", ""content"": ""人群中你是最闪耀的。""}, {""sex"": ""1"", ""content"": ""这种电灯泡能不亮吗！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[奸笑]你猜""}, {""sex"": ""1"", ""content"": ""笑的这么猥琐，我有点怕怕。""}, {""sex"": ""1"", ""content"": ""我不猜，感觉猜对了没什么好果子吃。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""照片有什么特别的""}, {""sex"": ""1"", ""content"": ""里面有你就会特别的好看。""}, {""sex"": ""1"", ""content"": ""没啥特别的，就是我很喜欢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""时间证明一切""}, {""sex"": ""1"", ""content"": ""也会证明我喜欢你是正确的。""}, {""sex"": ""1"", ""content"": ""要是不能证明还要时间有何用。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可是没时间和你去玩""}, {""sex"": ""1"", ""content"": ""我有时间陪你玩啊。""}, {""sex"": ""1"", ""content"": ""时间就像是海绵里的水，挤一挤总是有的""}, {""sex"": ""1"", ""content"": ""我这么帅，怎么可能没时间和我玩儿。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""工作挣钱""}, {""sex"": ""1"", ""content"": ""女孩子不用那么拼，你只要做小仙女就好了""}, {""sex"": ""1"", ""content"": ""钱什么时候都能挣，但是一定要照顾好自己""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我发现，你说话我都要接不上了""}, {""sex"": ""1"", ""content"": ""没事，我接你的就好啦。""}, {""sex"": ""1"", ""content"": ""你要是能接上，我怕是白学这么多套路了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这干嘛呢""}, {""sex"": ""1"", ""content"": ""想偷偷溜进你心里。""}, {""sex"": ""1"", ""content"": ""除了想你我也不知道干嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""又不是我的""}, {""sex"": ""1"", ""content"": ""不是你的难道是我的？""}, {""sex"": ""1"", ""content"": ""竟然不是你的，那看来我误会你了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""夏""}, {""sex"": ""1"", ""content"": ""夏天这么热实在很讨厌，可夏天又很可爱让我遇到了你""}, {""sex"": ""1"", ""content"": ""比起夏天，我更喜欢冬天呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不够甜""}, {""sex"": ""1"", ""content"": ""那看来我还得多吃点蜂蜜才行了。""}, {""sex"": ""1"", ""content"": ""那你希望我要多甜才合适呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""玩啥啊""}, {""sex"": ""1"", ""content"": ""只要你不介意的话，玩我也成。""}, {""sex"": ""1"", ""content"": ""各种好玩的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""套路吧""}, {""sex"": ""1"", ""content"": ""套路够深才能撩到你。""}, {""sex"": ""1"", ""content"": ""要不是套路怎么能让你上钩呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你套路太深""}, {""sex"": ""1"", ""content"": ""那我也只套路你一个人""}, {""sex"": ""1"", ""content"": ""反正又约不了你，别做一个拒绝的宝宝""}], ""lock"": 1}"
