"{""chat"": [{""sex"": ""2"", ""content"": ""你干嘛呢？""}, {""sex"": ""1"", ""content"": ""在和说干嘛的人聊天呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""你也在等人么？?""}, {""sex"": ""1"", ""content"": ""我也在等我的朋友，他过几分钟就过来了。不知怎么的，我觉得很想认识你，刚才就忍不住过来和你说话了……""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""你好像我的一个朋友""}, {""sex"": ""2"", ""content"": ""你咋那么老套？""}, {""sex"": ""1"", ""content"": ""这说明我撩妹技术不太高，没人实验啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你就是我的全部""}, {""sex"": ""1"", ""content"": ""我的全部都是你。""}, {""sex"": ""1"", ""content"": "" 那以后的孩子，他咋算。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你说话甜""}, {""sex"": ""1"", ""content"": ""那也只是说给你听的啦""}, {""sex"": ""1"", ""content"": ""说话再甜也不及你的笑容甜啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你吃饭没有呀""}, {""sex"": ""1"", ""content"": ""你要是请我吃饭，我就说没吃饭。""}, {""sex"": ""1"", ""content"": ""想请我吃饭就直说！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""累着""}, {""sex"": ""1"", ""content"": ""累了就到我怀里来趴一会儿。""}, {""sex"": ""1"", ""content"": ""快回家躺着，我不想让你那么累。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你觉得我是渣女吗""}, {""sex"": ""1"", ""content"": ""没事，我会喜欢上渣女的。""}, {""sex"": ""1"", ""content"": ""你这么可爱，看起来不像啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是真的不好看""}, {""sex"": ""1"", ""content"": ""睁眼说瞎话是不对的。""}, {""sex"": ""1"", ""content"": ""那你是怎么让我心动的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你的照片真好看""}, {""sex"": ""1"", ""content"": ""不仅照片好看，本人更好看。""}, {""sex"": ""1"", ""content"": ""你夸的是照片还是人呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你挺逗的""}, {""sex"": ""1"", ""content"": ""能逗你笑挺好的。""}, {""sex"": ""1"", ""content"": ""毕竟我是你一个人的开心果呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你小时候""}, {""sex"": ""1"", ""content"": ""可惜你错过了我小时候，不然你就会知道我有多可爱了""}, {""sex"": ""1"", ""content"": ""要是小时候就认识你该多好，这样我们就是青梅竹马了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""心情不怎么好""}, {""sex"": ""1"", ""content"": ""怎么啦，要不要我过去陪你一会？""}, {""sex"": ""1"", ""content"": ""肯定是因为想我却见不到我对不对？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""起来了嘛""}, {""sex"": ""1"", ""content"": ""起来啦，我可没有睡懒觉哦。""}, {""sex"": ""1"", ""content"": ""还没呢，快来拉我一把。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""拍给我看""}, {""sex"": ""1"", ""content"": ""那我就仔细的好好看。""}, {""sex"": ""1"", ""content"": ""好啊，我会拍给你看的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真是可怜""}, {""sex"": ""1"", ""content"": ""看在我这么可怜的份上，你可以抱抱我吗？""}, {""sex"": ""1"", ""content"": ""生活为什么要对我如此残忍！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还有这种事""}, {""sex"": ""1"", ""content"": ""还有小仙女不知道的事？""}, {""sex"": ""1"", ""content"": ""你不知道嘛？这种事经常发生。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪种""}, {""sex"": ""1"", ""content"": ""男人对女人的那种""}, {""sex"": ""1"", ""content"": ""不管是哪种，肯定是会让你满意的那种""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""【默认 · 爱心】有空吗？""}, {""sex"": ""1"", ""content"": ""比心比心，一直都在等你呢""}, {""sex"": ""1"", ""content"": ""回个有都是爱你的形状""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你关心我吗""}, {""sex"": ""1"", ""content"": ""我不关心你难道还有谁关心你。""}, {""sex"": ""1"", ""content"": ""是啊，关心一下这么好的你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""送早餐""}, {""sex"": ""1"", ""content"": ""你要给我送爱心早餐了嘛？""}, {""sex"": ""1"", ""content"": ""能收到小仙女送的早餐也太幸福了吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好早安""}, {""sex"": ""1"", ""content"": ""早上好，美好的一天开始了。""}, {""sex"": ""1"", ""content"": ""早啊，一大早有小仙女的问候心情一下子就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想怎么谈恋爱""}, {""sex"": ""1"", ""content"": ""跟你谈，跟你谈甜甜的恋爱""}, {""sex"": ""1"", ""content"": ""只要是跟你，怎么谈都可以""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""凉菜""}, {""sex"": ""1"", ""content"": ""上次去一家酒店吃饭，我觉得凉菜都比主菜好吃。""}, {""sex"": ""1"", ""content"": ""女孩子还是吃点热菜好啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是大白菜""}, {""sex"": ""1"", ""content"": ""那我得拱一下你这个大白菜。""}, {""sex"": ""1"", ""content"": ""你这大白菜我有点想要了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""马上过年了""}, {""sex"": ""1"", ""content"": ""把我带回家，让你爸妈高兴高兴。""}, {""sex"": ""1"", ""content"": ""过年的时候有什么安排吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不好追呀""}, {""sex"": ""1"", ""content"": ""我比较喜欢挑战一些有难度的事。""}, {""sex"": ""1"", ""content"": ""要是好追还能让我来追？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们好像在哪里见过""}, {""sex"": ""1"", ""content"": ""我们在上辈子见过啊，约好今生要再续前缘。""}, {""sex"": ""1"", ""content"": ""是不是在梦里见过？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想表达点什么""}, {""sex"": ""1"", ""content"": ""我太笨了，想表达的东西却说不出来。""}, {""sex"": ""1"", ""content"": ""表达我对你浓浓的爱意。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看好多小星星""}, {""sex"": ""1"", ""content"": ""不知道里面会不会有一颗专门属于我们两个的。""}, {""sex"": ""1"", ""content"": ""你眼中的星辰大海我都看不够，还看这些小星星干嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要好多钱""}, {""sex"": ""1"", ""content"": ""那我得好好赚钱了。""}, {""sex"": ""1"", ""content"": ""我看看能不能联系到卖肾的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""hi( ¨? )""}, {""sex"": ""1"", ""content"": ""你好，我寻找已久的梦中人""}, {""sex"": ""1"", ""content"": ""为什么感觉这表情和你好像""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""hi，处对象吗？""}, {""sex"": ""1"", ""content"": ""你这么主动，我拒绝的话多不好意思呀""}, {""sex"": ""1"", ""content"": ""那以后我就是你的对象啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你谁啊我敲.....""}, {""sex"": ""1"", ""content"": ""不管我是谁，你也不能随便敲啊""}, {""sex"": ""1"", ""content"": ""一个觊觎小仙女但一直都没有机会的男人啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""请问你是谁啊""}, {""sex"": ""1"", ""content"": ""我呀，是小仙女未来的男朋友哦""}, {""sex"": ""1"", ""content"": ""你现在才好奇我是谁吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚刷牙洗脸""}, {""sex"": ""1"", ""content"": ""洗白白可以吃早餐啦。""}, {""sex"": ""1"", ""content"": ""我来检查一下你有没有洗干净。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我爱上谁了""}, {""sex"": ""1"", ""content"": ""那得问你自己的心啊。""}, {""sex"": ""1"", ""content"": ""不管遇到谁，都可以爱上。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爱上这首歌""}, {""sex"": ""1"", ""content"": ""每个人都是一首歌，你什么时候爱上我这首歌？""}, {""sex"": ""1"", ""content"": ""我也爱这首歌，算起来你是不是也爱我？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""又梦见啥了""}, {""sex"": ""1"", ""content"": ""又梦到你了呗，我还能梦到啥。""}, {""sex"": ""1"", ""content"": ""梦到你喜欢我了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是我的错""}, {""sex"": ""1"", ""content"": ""傻瓜，不要总把过错都揽到自己身上。""}, {""sex"": ""1"", ""content"": ""那我是不是应该好好惩罚你一下？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""疼的要命""}, {""sex"": ""1"", ""content"": ""这么疼的吗？怎么办，去看看医生吧。""}, {""sex"": ""1"", ""content"": ""你这样我好心疼，要是我能替你承受就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""都感兴趣""}, {""sex"": ""1"", ""content"": ""你挑一个自己最感兴趣的嘛""}, {""sex"": ""1"", ""content"": ""你要是都感兴趣我就要开始担心了啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没兴趣""}, {""sex"": ""1"", ""content"": ""看来你缺少一个好老师。""}, {""sex"": ""2"", ""content"": ""什么？""}, {""sex"": ""1"", ""content"": ""因为有一句话说的是，兴趣是最好的老师。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""兴趣相投""}, {""sex"": ""1"", ""content"": ""能遇到兴趣相投的人挺不容易的，所以我们要好好珍惜彼此。""}, {""sex"": ""1"", ""content"": ""有相同的兴趣爱好以后我们就可以多交流啦。""}], ""lock"": 1}"
