"{""chat"": [{""sex"": ""1"", ""content"": ""我觉得你应该赔偿我""}, {""sex"": ""2"", ""content"": ""为啥？""}, {""sex"": ""1"", ""content"": ""你的眼睛会放电，把我电蒙了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""奇奇怪怪 可可爱爱""}, {""sex"": ""1"", ""content"": ""我在你身上看到的是满满的可可爱爱""}, {""sex"": ""1"", ""content"": ""不奇怪啊，分明是可爱到爆""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不说我都不知道""}, {""sex"": ""1"", ""content"": ""我还以为你知道呢，所以才一直没告诉你的呀。""}, {""sex"": ""1"", ""content"": ""那你现在知道啦，惊不惊喜？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你开心就好""}, {""sex"": ""1"", ""content"": ""当然喜欢你也是一件很开心的事情啦。""}, {""sex"": ""1"", ""content"": ""开心与你相关。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我害怕啊""}, {""sex"": ""1"", ""content"": ""别怕，还有我在呢。""}, {""sex"": ""1"", ""content"": ""害怕的话就钻到我的怀里来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""帮我吃饭""}, {""sex"": ""1"", ""content"": ""看来我们已经修炼都出神入化的地步了，我都能帮你吃饭了。""}, {""sex"": ""1"", ""content"": ""这可是一件有难度的事情啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你可以走了""}, {""sex"": ""1"", ""content"": ""走？服务费还没给我呢""}, {""sex"": ""1"", ""content"": ""去你家还是我家还是如家？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你说的是对的""}, {""sex"": ""1"", ""content"": ""你觉得你完全可以相信我。""}, {""sex"": ""1"", ""content"": ""我相信你的眼光也是对的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你喜欢什么颜色的麻袋""}, {""sex"": ""1"", ""content"": ""我什么颜色的麻袋都不喜欢！""}, {""sex"": ""1"", ""content"": ""你这个狠毒的女人，竟然想用麻袋对我行凶！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不奢望""}, {""sex"": ""1"", ""content"": ""梦想还是要有，万一见鬼了呢。""}, {""sex"": ""1"", ""content"": ""这不是奢望，是一定会实现的事。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看电影吗""}, {""sex"": ""1"", ""content"": ""你想让我陪你看什么电影呢？""}, {""sex"": ""1"", ""content"": ""看啊，不过得有你在身边。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天没有化妆""}, {""sex"": ""1"", ""content"": ""不化妆好，这叫自然美。""}, {""sex"": ""1"", ""content"": ""以后也少化妆吧，化妆对皮肤不太好哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我喜欢吃面""}, {""sex"": ""1"", ""content"": ""那我煮方便面给你吃。""}, {""sex"": ""1"", ""content"": ""看来我要学一学怎么做各种好吃的面了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你失恋了？""}, {""sex"": ""1"", ""content"": ""我和你都没开始怎么会失恋呢。""}, {""sex"": ""1"", ""content"": ""对啊，我终于可以和你在一起了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你又不欠我的""}, {""sex"": ""1"", ""content"": ""我是不欠你，可是我乐意。""}, {""sex"": ""1"", ""content"": ""我不欠你，但我要让你欠着我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你又不欠我什么""}, {""sex"": ""1"", ""content"": ""我欠你的东西实在是太多了。""}, {""sex"": ""1"", ""content"": ""我不欠你但是你欠我呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪里不错你说""}, {""sex"": ""1"", ""content"": ""你哪哪都很不错啊。""}, {""sex"": ""1"", ""content"": ""你要让我说，怕是说一天都说不完啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我才不喜欢""}, {""sex"": ""1"", ""content"": ""女生都是口是心非的，所以你说不喜欢其实是喜欢。""}, {""sex"": ""1"", ""content"": ""你肯定是骗我的，一定是，绝对是。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚醒呢。""}, {""sex"": ""1"", ""content"": ""刚醒你就知道回复我，看来是真的喜欢我啊。""}, {""sex"": ""1"", ""content"": ""真想看你睡眼惺忪的样子，肯定很美。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""能正常说话不""}, {""sex"": ""1"", ""content"": ""我怕太正常你就受不了了。""}, {""sex"": ""1"", ""content"": ""已经很正常了好不。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爱笑的""}, {""sex"": ""1"", ""content"": ""都说爱笑的女孩运气不会太差，那你运气肯定很好呀。""}, {""sex"": ""1"", ""content"": ""你笑起来肯定很好看，真想亲眼看看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我就随便一说""}, {""sex"": ""1"", ""content"": ""你现在说这话已经来不及了，我已经当真了。""}, {""sex"": ""1"", ""content"": ""你随便一说我却认真了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你也很帅哦""}, {""sex"": ""1"", ""content"": ""必须是这么帅！""}, {""sex"": ""1"", ""content"": ""只有够帅才能约到你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想睡觉啊""}, {""sex"": ""1"", ""content"": ""看来瞌睡虫已经找上你了。""}, {""sex"": ""1"", ""content"": ""睡吧，睡吧，记得梦里给我留个门呦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不哭不哭""}, {""sex"": ""1"", ""content"": ""如果我不哭你会抱抱我吗""}, {""sex"": ""1"", ""content"": ""我也不想哭啊，可是眼泪它不听话""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不然哭啊""}, {""sex"": ""1"", ""content"": ""那不行，我可不想看到你哭唧唧的样子""}, {""sex"": ""1"", ""content"": ""那还是笑吧，你哭了我还要想办法哄你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""估计也没人要你""}, {""sex"": ""1"", ""content"": ""你这是不把自己当人吧。""}, {""sex"": ""1"", ""content"": ""吃不到葡萄说葡萄酸""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""带刺的""}, {""sex"": ""1"", ""content"": ""好看的都带刺呀，就像带刺的玫瑰""}, {""sex"": ""1"", ""content"": ""那你要小心哦，可别刺到手了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃饭了嘛""}, {""sex"": ""1"", ""content"": ""还没吃呢，如果你也没吃的话要不要一起？""}, {""sex"": ""1"", ""content"": ""真巧，我刚好想问你是否有空想请你吃顿饭""}, {""sex"": ""1"", ""content"": ""如果你请客的话，我还能再吃一顿""}, {""sex"": ""1"", ""content"": ""你这么准备约我吗？""}, {""sex"": ""1"", ""content"": ""你都还没吃我怎么吃的下去""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那就看你有没有本事了""}, {""sex"": ""1"", ""content"": ""我的本事绝对让你放心的！""}, {""sex"": ""1"", ""content"": ""那必须的，这点本事我还是有的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要打我啊""}, {""sex"": ""1"", ""content"": ""没有，刚才我给忍住了！""}, {""sex"": ""1"", ""content"": ""我怕我可能会打不过你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哄哄就好了""}, {""sex"": ""1"", ""content"": ""用一根棒棒糖可以哄好你吗？""}, {""sex"": ""1"", ""content"": ""要是女孩子这么好哄，我也不会头疼了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""长得还可以""}, {""sex"": ""1"", ""content"": ""这儿可以让我有点心动了。""}, {""sex"": ""1"", ""content"": ""我就喜欢长得还可以的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还算可以吧""}, {""sex"": ""1"", ""content"": ""那是相当可以啊。""}, {""sex"": ""1"", ""content"": ""小仙女出马，那还有不可以的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我并不喜欢你这样""}, {""sex"": ""1"", ""content"": ""那我就换个你喜欢的样子。""}, {""sex"": ""1"", ""content"": ""好吧，那我只好拿出你喜欢的样子了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在吃着""}, {""sex"": ""1"", ""content"": ""多吃点，这样长胖了就只有我喜欢你了。""}, {""sex"": ""1"", ""content"": ""吃啥好吃的，居然不带着我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真不合适""}, {""sex"": ""1"", ""content"": ""你连试都没试过怎么知道不合适！""}, {""sex"": ""1"", ""content"": ""算命的说我命格百搭不可能不适合你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""减不了肥""}, {""sex"": ""1"", ""content"": ""那就不减肥了，反正胖着挺好的。""}, {""sex"": ""1"", ""content"": ""减啥肥啊，我们还需要减肥吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你喜欢嘛""}, {""sex"": ""1"", ""content"": ""我反正挺喜欢你的。""}, {""sex"": ""1"", ""content"": ""只要是你，怎么样我都喜欢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""更好""}, {""sex"": ""1"", ""content"": ""有我在，会让你的生活更好的""}, {""sex"": ""1"", ""content"": ""没有更好的了，你就是最好的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还要吹头发""}, {""sex"": ""1"", ""content"": ""以后让我来帮你吹头发。""}, {""sex"": ""1"", ""content"": ""慢慢吹，可要好好保养你这一头秀发。""}], ""lock"": 1}"
